,org_id,nimi,registrikood,maakond,maakond_kood,kov,kov_kood,kaart_laius,kaart_pikkus
1487,1393,MTÜ SJT Kahro Racing Team,80023593,Harjumaa,37,Viimsi,890,59.626101348168,25.01277828597
1488,5385,MTÜ SK Aurora,80378787,Ida-Virumaa,45,Kohtla-Järve,321,59.408200069222,27.286357827612
1489,5726,MTÜ SK Error United,80383469,Harjumaa,37,Tallinn,784,59.415703658245,24.681503967427
1490,4234,MTÜ SK Fighter,80335542,Ida-Virumaa,45,Kohtla-Järve,321,59.336107286801,27.414861209095
1491,7524,MTÜ SK Ista,80602138,Ida-Virumaa,45,Kohtla-Järve,321,6.5709715223463,20.776128786941
1492,3649,MTÜ SK Jõud Junior,80304079,Tartumaa,79,Tartu linn,793,58.374500178687,26.764274035096
1493,5940,MTÜ SK KATI,80408057,Järvamaa,52,Paide,567,58.878472761424,25.563350813822
1494,165,MTÜ SK Kirm,80020181,Viljandimaa,84,Põhja-Sakala,615,58.536811119356,25.480980932075
1495,1865,MTÜ SK Meduus,80174122,Harjumaa,37,Tallinn,784,59.43662978461,24.774036807012
1496,7053,MTÜ SK Tennis,80578658,Lääne-Virumaa,60,Rakvere linn,663,59.346060755162,26.358909804391
1497,7788,MTÜ SK Võhm,80616229,Tartumaa,79,Tartu linn,793,58.356136408667,26.708731233935
1498,5734,MTÜ SK Wesenberg Wrestling,80384210,Lääne-Virumaa,60,Rakvere linn,663,,
1499,3684,MTÜ SK White Wolf,80311168,Lääne-Virumaa,60,Viru-Nigula,903,59.504164830462,26.501051932492
1500,4820,MTÜ SK Zenit,80355177,Ida-Virumaa,45,Kohtla-Järve,321,59.406993671562,27.290387707872
1501,6778,MTÜ Skate,80564857,Harjumaa,37,Tallinn,784,59.423883333561,24.752711144325
1502,6531,MTÜ SkiSpirit,80551234,Harjumaa,37,Kiili,305,59.349469594916,24.775406244545
1503,5442,MTÜ Skisport,80385273,Harjumaa,37,Tallinn,784,59.433391626899,24.629181961408
1504,5057,MTÜ Sky Masters Club,80363797,Ida-Virumaa,45,Narva,511,59.389376740521,28.166850588056
1505,3880,MTÜ Smart Sport,80319135,Järvamaa,52,Türi,834,58.812996379123,25.415951263035
1506,1547,MTÜ SMS,80104009,Harjumaa,37,Saku,719,59.297443808651,24.668537014405
1507,7494,MTÜ Sobukai GJJ,80599666,Harjumaa,37,Tallinn,784,59.431215455723,24.746590659728
1508,7320,MTÜ Soela Maastikutriatlon,80593988,Saaremaa,74,Saaremaa,714,58.587515727868,22.765217507995
1509,3051,MTÜ SoloSailing,80231995,Harjumaa,37,Tallinn,784,59.439020779749,24.744308278598
1510,4443,MTÜ Sõmeru Racing,80335967,Lääne-Virumaa,60,Rakvere vald,661,59.363404431244,26.433281268478
1511,4385,MTÜ Sookuninga,80305202,Pärnumaa,68,Saarde,712,58.081196652942,24.864908458022
1512,571,MTÜ Sooru Arendus,80139551,Valgamaa,81,Valga,857,57.853244651709,26.112372623198
1513,672,MTÜ Sõprade Klubi Sõrg,80083170,Viljandimaa,84,Viljandi vald,899,58.340629392198,25.49534689733
1514,4943,MTÜ Sõudespinning,80355622,Harjumaa,37,Tallinn,784,59.40451569207,24.641534076651
1515,7164,MTÜ South-Est ATV,80581293,Tartumaa,79,Tartu linn,793,58.373710203173,26.636379148034
1516,7790,MTÜ Spartel Racing,80616442,Harjumaa,37,Tallinn,784,59.376320239769,24.71827851556
1517,3203,MTÜ Speedline Racing,80259309,Raplamaa,71,Rapla,668,59.124166282268,24.840131235641
1518,7882,MTÜ Spordiinnovatsioon,80622431,Tartumaa,79,Tartu linn,793,58.377606540063,26.683249790256
1519,754,"MTÜ Spordiklubi ""Muhu""",80179355,Saaremaa,74,Muhu,478,58.601240823228,23.232996488124
1520,2146,"MTÜ Spordiklubi ""Rafter""",80115935,Harjumaa,37,Tallinn,784,59.412392363929,24.67134614928
1521,3523,MTÜ Spordiklubi 100,80297557,Harjumaa,37,Tallinn,784,59.390453563462,24.6604630335
1522,7401,MTÜ Spordiklubi 1Piir,80601535,Valgamaa,81,Valga,857,57.8486579663,26.117813223666
1523,615,MTÜ Spordiklubi Aimla,80248122,Viljandimaa,84,Põhja-Sakala,615,58.486719083975,25.710032682562
1524,1639,MTÜ Spordiklubi Autsaider,80187171,Harjumaa,37,Viimsi,890,59.5264,24.8006
1525,6275,MTÜ Spordiklubi Barca,80412024,Tartumaa,79,Elva,171,58.33386892238,26.314537183283
1526,1917,MTÜ Spordiklubi Berimba,80124012,Harjumaa,37,Tallinn,784,59.453641163682,24.879388150954
1527,6967,MTÜ Spordiklubi BG2,80570237,Tartumaa,79,Tartu linn,793,58.369870545639,26.735668652795
1528,1373,MTÜ Spordiklubi BK Narva,80145280,Ida-Virumaa,45,Narva,511,59.391278682958,28.175305718329
1529,6639,MTÜ Spordiklubi Bändidos,80554652,Harjumaa,37,Rae,653,59.403058608057,24.803647734276
1530,1126,MTÜ Spordiklubi DO-JANG,80217469,Pärnumaa,68,Pärnu,624,58.382695105745,24.620323708957
1531,2103,MTÜ Spordiklubi Edur,80064304,Saaremaa,74,Saaremaa,714,58.492835818513,21.939477326432
1532,1926,MTÜ Spordiklubi Favoriit,80221904,Harjumaa,37,Tallinn,784,59.36044259685,24.619052468378
1533,511,MTÜ Spordiklubi Finess,80229656,Tartumaa,79,Tartu linn,793,58.370303886884,26.687867327709
1534,2908,MTÜ Spordiklubi Flüüger,80262866,Tartumaa,79,Tartu linn,793,58.363685713673,26.725997625984
1535,2703,MTÜ Spordiklubi Iman,80247192,Harjumaa,37,Tallinn,784,59.450970136324,24.872696148296
1536,6305,MTÜ Spordiklubi Kajakas,80415873,Ida-Virumaa,45,Narva-Jõesuu,515,59.458189631264,28.047047789796
1537,4963,MTÜ Spordiklubi Kalev,80356975,Harjumaa,37,Tallinn,784,59.424269835442,24.763937474659
1538,7802,MTÜ Spordiklubi Kenshin,80617329,Saaremaa,74,Saaremaa,714,58.260336660227,22.497913922797
1539,1625,MTÜ Spordiklubi Laitserallypark,80247915,Harjumaa,37,Saue,725,59.17409292396,24.364990726953
1540,2724,MTÜ Spordiklubi Martin Reimi Jalgpallikool,80256682,Harjumaa,37,Viimsi,890,59.499534726296,24.8494218803
1541,1159,MTÜ Spordiklubi Meihua,80021826,Ida-Virumaa,45,Kohtla-Järve,321,59.407766042423,27.281837098686
1542,2159,MTÜ Spordiklubi Mercury,80130946,Harjumaa,37,Tallinn,784,59.402735749846,24.658113106658
1543,490,MTÜ Spordiklubi Mäesuusakool,80194125,Harjumaa,37,Tallinn,784,59.437015237825,24.779502089865
1544,3466,MTÜ Spordiklubi Nord,80287895,Harjumaa,37,Tallinn,784,59.395066704006,24.700532659543
1545,3790,MTÜ Spordiklubi Paistu,80307818,Viljandimaa,84,Viljandi vald,899,58.270408938091,25.628434589082
1546,1698,MTÜ Spordiklubi Presidendirada,80213566,Harjumaa,37,Anija,141,59.301015432195,25.62750276927
1547,2219,MTÜ Spordiklubi ProREX Racing,80205963,Harjumaa,37,Tallinn,784,59.427432982339,24.808975970863
1548,1959,MTÜ Spordiklubi Remii,80242160,Harjumaa,37,Tallinn,784,59.439543821705,24.748274632301
1549,5206,MTÜ Spordiklubi Saaremaa Tehnikaspordi Klubi,80377500,Saaremaa,74,Saaremaa,714,58.250329115785,22.497574889556
1550,1147,MTÜ Spordiklubi Seibun,80003550,Ida-Virumaa,45,Kohtla-Järve,321,59.337494271152,27.415924098912
1551,7850,MTÜ Spordiklubi SKEET,80623991,Järvamaa,52,Türi,834,58.89108426948,25.451930607952
1552,2304,MTÜ Spordiklubi Surf,80040255,Harjumaa,37,Tallinn,784,59.3683,24.6275
1553,4126,MTÜ Spordiklubi Suure-Jaani United,80322212,Viljandimaa,84,Põhja-Sakala,615,58.515626396779,25.620662075995
1554,7689,MTÜ Spordiklubi Tallinna Biathlon,80615052,Harjumaa,37,Tallinn,784,59.389676454501,24.653199320917
1555,1866,MTÜ Spordiklubi TC 2000,80154255,Harjumaa,37,Tallinn,784,59.426952763104,24.644691470434
1556,7870,MTÜ Spordiklubi TG ,80621176,Harjumaa,37,Tallinn,784,59.369116220476,24.755062812588
1557,5136,MTÜ Spordiklubi Traps,80367826,Põlvamaa,64,Põlva,622,58.066477519435,27.093859808715
1558,2073,MTÜ Spordiklubi Triatleet,80028923,Harjumaa,37,Tallinn,784,59.446940353337,24.728606855159
1559,6095,MTÜ Spordiklubi Unista ja Teosta,80408040,Tartumaa,79,Tartu linn,793,58.377597633477,26.724051483716
1560,6609,MTÜ Spordiklubi Valga-Valka,80560003,Valgamaa,81,Valga,857,57.776680864818,26.030955050686
1561,720,MTÜ Spordiklubi Vesse,80042900,Saaremaa,74,Saaremaa,714,58.259575976559,22.489090461151
1562,3772,MTÜ Spordiklubi VilVol,80304984,Viljandimaa,84,Viljandi linn,897,58.371134423804,25.614023990462
1563,6005,MTÜ Spordiklubi Wu Sin,80399938,Ida-Virumaa,45,Narva,511,59.381594472085,28.173860574588
1564,2144,MTÜ Spordiklubi Yamaha Keskus,80115065,Harjumaa,37,Tallinn,784,59.42984428569,24.610446587046
1565,4592,MTÜ Spordiliider,80338368,Harjumaa,37,Harku,198,59.423305815069,24.58922445916
1566,4237,MTÜ Spordiring,80334614,Saaremaa,74,Saaremaa,714,58.255052794484,22.464185909209
1567,5819,MTÜ Spordirõõm,80392474,Raplamaa,71,Kehtna,293,58.863449365352,25.006521205562
1568,7766,MTÜ Spordisarjad,80614526,Lääne-Virumaa,60,Rakvere vald,661,59.359101112842,26.424263532243
1569,5239,MTÜ Spordiselts Arantes,80366139,Harjumaa,37,Tallinn,784,59.411498152682,24.7396299352
1570,7505,MTÜ Spordiselts Carbon,80600300,Tartumaa,79,Tartu linn,793,58.374393078079,26.690749355538
1571,7591,MTÜ Spordisemu,80249908,Harjumaa,37,Keila,296,59.309898547908,24.389648146003
1572,3582,MTÜ Sporditeenindus,80294228,Tartumaa,79,Luunja,432,58.359580160842,26.881627358774
1573,7507,MTÜ Sporosport,80600458,Harjumaa,37,Tallinn,784,59.426131075369,24.644371894489
1574,7663,MTÜ SportCenter,80611150,Lääne-Virumaa,60,Rakvere linn,663,59.34266059526,26.36889419265
1575,6535,MTÜ Sportivad Mulgid,80551582,Viljandimaa,84,Mulgi,480,58.098019326432,25.550907276651
1576,2958,MTÜ Sportkeskus.ee.,80239494,Harjumaa,37,Tallinn,784,59.396472888737,24.646550870106
1577,5516,MTÜ Sportlik Eesti,80392994,Tartumaa,79,Tartu linn,793,58.355419464484,26.733378253587
1578,6352,MTÜ Sporty,80423281,Jõgevamaa,50,Põltsamaa,618,58.655147971321,25.978411689068
1579,1979,MTÜ SRD spordiklubi,80011130,Harjumaa,37,Tallinn,784,59.418982687682,24.722567548605
1580,1721,MTÜ Stamina Spordiklubi,80195756,Harjumaa,37,Tallinn,784,59.389892835737,24.653931864721
1581,6486,MTÜ Star Trial,80546196,Harjumaa,37,Tallinn,784,59.426570344721,24.636094789141
1582,7265,MTÜ Step Up Dance Studio,80388308,Harjumaa,37,Tallinn,784,59.42626815771,24.746604676823
1583,2883,MTÜ STI Estonia,80261430,Harjumaa,37,Tallinn,784,59.368225796606,24.646042213955
1584,7668,MTÜ Storm SK,80612013,Harjumaa,37,Tallinn,784,59.439325297918,24.769065892657
1585,6336,MTÜ Sulgpalliklubi Fookus,80420839,Harjumaa,37,Tallinn,784,59.407649295053,24.729131660597
1586,5509,MTÜ Sumotori,80385468,Valgamaa,81,Valga,857,57.771833181526,26.068875450141
1587,5354,MTÜ Sunsail,80376297,Harjumaa,37,Viimsi,890,59.497883958076,24.83402229523
1588,6712,MTÜ SunStar Tantsustuudio,80205609,Harjumaa,37,Tallinn,784,59.437660134819,24.761599148745
1589,5481,MTÜ Surfhouse Team,80389532,Harjumaa,37,Tallinn,784,59.435994559695,24.76547217144
1590,991,MTÜ Suure Karu Pojad,80024807,Pärnumaa,68,Põhja-Pärnumaa,638,6.5709715223463,20.776128786941
1591,7318,MTÜ Suure-Jaani Disc Golf Club,80593540,Viljandimaa,84,Põhja-Sakala,615,58.530534881042,25.427315981885
1592,6115,MTÜ Suure-Jaani Vibuklubi,80409447,Viljandimaa,84,Põhja-Sakala,615,58.516066945293,25.666589569951
1593,6176,MTÜ Suuresti Ratsaspordiklubi,80412171,Harjumaa,37,Raasiku,651,59.388977789671,25.042025251066
1594,6349,MTÜ SuusaAkadeemia,80422956,Tartumaa,79,Kambja,283,58.255733070369,26.664241829483
1595,3674,MTÜ Suusahullud,80317739,Tartumaa,79,Tartu linn,793,58.388241630607,26.702806254376
1596,7832,MTÜ Suusaklubi Hemsedal,80619771,Pärnumaa,68,Tori,809,58.465422236302,24.772037885963
1597,7676,MTÜ Suusapere,80613225,Tartumaa,79,Tartu linn,793,58.381729443349,26.735084110628
1598,7503,MTÜ Suusasemud,80600151,Harjumaa,37,Tallinn,784,59.422146020185,24.684823629126
1599,6663,MTÜ Suusasport,80556540,Pärnumaa,68,Pärnu,624,58.357511063841,24.570843157325
1600,4612,MTÜ Suusk ja Rada,80340201,Järvamaa,52,Järva,255,59.147568358053,25.751456332671
1601,7206,MTÜ Swake,80586112,Harjumaa,37,Saue,725,59.327354004008,24.560380917289
1602,7472,MTÜ Swiss-Estonia Sport Team,80606610,Võrumaa,87,Võru linn,919,57.85916807683,26.967437472838
1603,4122,MTÜ Särevere Ratsakeskus,80321876,Järvamaa,52,Türi,834,58.783738004526,25.431958287645
1604,7873,MTÜ Särevärin,80621511,Tartumaa,79,Kambja,283,58.322985838969,26.727801411607
1605,6551,MTÜ Tabasalu Kergejõustikuklubi,80553084,Harjumaa,37,Harku,198,59.425725326044,24.539595922612
1606,1634,MTÜ Tabasalu Ujumisklubi,80182771,Harjumaa,37,Harku,198,59.42789324183,24.533697975676
1607,5495,MTÜ Taebla Spordi- ja Kultuuriklubi Kehale ja Vaimule,80388136,Läänemaa,56,Lääne-Nigula,441,58.957541533228,23.746173743343
1608,1848,MTÜ Taekwondo Klubi Hvarang,80080272,Harjumaa,37,Tallinn,784,59.444655845072,24.704150701866
1609,1444,MTÜ Taekwondo WTF SK Manada,80250573,Lääne-Virumaa,60,Rakvere linn,663,59.328064520576,26.376911807044
1610,6542,MTÜ Taliujumine Rahvaspordiks,80552742,Tartumaa,79,Tartu linn,793,58.34713178243,26.786992027106
1611,5376,MTÜ Tallinn Open - Kr. Palusalu Noorte Maadlusvõistlus,80378056,Harjumaa,37,Tallinn,784,59.439545182441,24.746516432484
1612,6924,MTÜ Tallinn Wrestling Academy,80576777,Harjumaa,37,Tallinn,784,59.440168767833,24.747234350595
1613,6034,"MTÜ Tallinna ""Dünamo"" aerutamisklubi",80402557,Harjumaa,37,Tallinn,784,59.417545402648,24.625389569711
1614,2572,MTÜ Tallinna Capoeira Spordikool,80123350,Harjumaa,37,Tallinn,784,59.453641163682,24.879388150954
1615,2844,MTÜ Tallinna Field-Target Klubi,80256759,Harjumaa,37,Tallinn,784,59.410825761487,24.721362715307
1616,2136,MTÜ Tallinna Iluuisutamise Klubi,80103837,Harjumaa,37,Tallinn,784,59.421098927139,24.704275786011
1617,1868,MTÜ Tallinna Iluuisutamiskool,80141387,Harjumaa,37,Tallinn,784,59.401750923338,24.681434915403
1618,1983,MTÜ Tallinna Jalgpalliklubi Legion,80107947,Harjumaa,37,Tallinn,784,59.431858418102,24.732761605261
1619,3842,MTÜ Tallinna Kalevi Jalgpallikool,80314468,Harjumaa,37,Tallinn,784,59.424269835442,24.763937474659
1620,5813,MTÜ Tallinna KSK FC Štrommi,80391919,Harjumaa,37,Tallinn,784,59.457713417304,24.668265043469
1621,2921,MTÜ Tallinna Kudo Klubi,80272913,Harjumaa,37,Tallinn,784,59.438348645997,24.853154394843
1622,1881,MTÜ Tallinna Kunstigümnaasiumi Spordikool,80044419,Harjumaa,37,Tallinn,784,59.456437086121,24.680426659991
1623,1824,MTÜ Tallinna Käsipalliakadeemia,80206589,Harjumaa,37,Viimsi,890,59.510597426053,24.829085714412
1624,3417,MTÜ Tallinna Lennujaama Spordiklubi,80277081,Harjumaa,37,Tallinn,784,59.416376110429,24.801193471884
1625,2886,MTÜ Tallinna Purjelauakool,80261507,Harjumaa,37,Tallinn,784,59.468679724178,24.828274282346
1626,2147,MTÜ Tallinna Rendžuklubi,80118230,Harjumaa,37,Tallinn,784,59.36910785109,24.65206148991
1627,6988,MTÜ Tallinna Reservväelaste Laskespordiklubi,80572162,Harjumaa,37,Tallinn,784,59.381003885404,24.653965754889
1628,4711,MTÜ Tallinna Spordiakadeemia,80349099,Harjumaa,37,Tallinn,784,59.417256960314,24.644777219927
1629,1878,MTÜ Tallinna Sulgpallikeskus,80246318,Harjumaa,37,Tallinn,784,59.438348645997,24.853154394843
1630,4499,MTÜ Tallinna Vibukool,80341873,Harjumaa,37,Tallinn,784,59.442782523928,24.70610701376
1631,3279,MTÜ Tallinna Ülikooli Spordiklubi,80277715,Harjumaa,37,Tallinn,784,59.438881057965,24.771655303414
1632,2239,MTÜ Tallinnmeeting,80178002,Harjumaa,37,Tallinn,784,59.432783666167,24.774538582759
1633,7623,MTÜ Tallinnriders,80607454,Harjumaa,37,Tallinn,784,59.432344756845,24.743668947264
1634,7618,MTÜ Tamm Racing,80607236,Valgamaa,81,Tõrva,824,58.010387375243,25.894056412129
1635,7450,MTÜ Tamme Laskur,80604077,Tartumaa,79,Tartu linn,793,58.363267799473,26.705969292668
1636,5348,MTÜ Tammetennis,80375820,Tartumaa,79,Kambja,283,58.326462008525,26.729069732498
1637,7856,MTÜ Tammiste Sports Club,80625748,Pärnumaa,68,Tori,809,58.376081835545,24.596894798794
1638,919,MTÜ Tamsalu EBE,80228823,Lääne-Virumaa,60,Tapa,792,59.166608150947,26.104326957072
1639,1768,MTÜ Tamula Vanake,80186817,Võrumaa,87,Võru linn,919,57.848364839428,26.999305613343
1640,663,MTÜ Tantsuklubi Triiniks,80262116,Tartumaa,79,Nõo,528,58.277581017158,26.541975129915
1641,5284,MTÜ Tantsuklubi V.A.T Stuudio,80370633,Harjumaa,37,Saku,719,59.291601023943,24.627354983078
1642,5147,MTÜ Tantsukool Baile,80368122,Harjumaa,37,Tallinn,784,59.448804024031,24.739606417502
1643,5012,MTÜ Tantsukool Ciara,80360706,Tartumaa,79,Tartu linn,793,58.375944655719,26.730977818916
1644,1719,MTÜ Tantsukool Danceland,80230911,Harjumaa,37,Saku,719,59.292260532712,24.659897873575
1645,5456,MTÜ Tantsukool Diamant,80388656,Harjumaa,37,Tallinn,784,59.412891681943,24.739173845961
1646,5150,MTÜ Tantsukool Elite,80368530,Harjumaa,37,Tallinn,784,59.411428443635,24.734655166601
1647,6719,MTÜ Tantsukool eMotion,80568080,Tartumaa,79,Tartu linn,793,58.377780302305,26.763861609264
1648,1871,MTÜ Tantsukool Laguun,80127938,Harjumaa,37,Tallinn,784,59.411428443635,24.734655166601
1649,4983,MTÜ Tantsukool Prestige,80358371,Tartumaa,79,Tartu linn,793,58.355461644481,26.718003791533
1650,5128,MTÜ Tantsukool Prima Dance,80366583,Harjumaa,37,Tallinn,784,59.411428443635,24.734655166601
1651,5450,MTÜ Tantsusport,80386172,Harjumaa,37,Tallinn,784,59.443597927198,24.757444011619
1652,3652,MTÜ Tantsustuudio Flex,80307445,Harjumaa,37,Tallinn,784,59.411428443635,24.734655166601
1653,1872,MTÜ Tantsustuudio Kreedo Dance,80151302,Harjumaa,37,Tallinn,784,59.442518026677,24.833196302955
1654,7527,MTÜ Tapa Valla Jalgpallikool,80602463,Järvamaa,52,Järva,255,59.191119360773,25.844659976804
1655,6345,MTÜ TapaGym,80422293,Lääne-Virumaa,60,Tapa,792,59.260439099345,25.966509962011
1656,5337,MTÜ Tartu Cup,80375033,Tartumaa,79,Luunja,432,58.379416443738,26.781653484724
1657,3834,MTÜ Tartu Field-Target Klubi,80314126,Tartumaa,79,Tartu linn,793,58.366650825854,26.737310176637
1658,7911,MTÜ Tartu Harrastusjalgpall,80625688,Tartumaa,79,Tartu linn,793,58.375133365198,26.730282867649
1659,3769,MTÜ Tartu Kalev Jalgpalliakadeemia,80304607,Tartumaa,79,Tartu linn,793,58.357841057176,26.685304104191
1660,3571,MTÜ Tartu Kaljuronimisklubi Crux,80294932,Tartumaa,79,Tartu linn,793,58.37636822117,26.754760465942
1661,5390,MTÜ Tartu Katoliku Spordiklubi,80379048,Tartumaa,79,Tartu linn,793,58.383413208194,26.710668999922
1662,4997,MTÜ Tartu Küti Klubi,80359608,Tartumaa,79,Tartu linn,793,58.384002622387,26.698920414199
1663,6875,MTÜ Tartu Maarja Tugikeskus,80169635,Tartumaa,79,Tartu linn,793,58.384177324353,26.746716426555
1664,6543,MTÜ Tartu Male,80552771,Tartumaa,79,Tartu linn,793,58.37614302856,26.721418105465
1665,497,MTÜ Tartu Palliklubi,80207614,Tartumaa,79,Tartu linn,793,58.374529510907,26.724156786087
1666,3845,MTÜ Tartu Piljardispordikool Baribal,80314876,Tartumaa,79,Tartu linn,793,58.376707269515,26.727209314833
1667,5169,MTÜ Tartu Ratsakool,80370722,Tartumaa,79,Tartu linn,793,58.388642423755,26.739168145574
1668,6153,MTÜ Tartu Rattamatkad,80383726,Tartumaa,79,Tartu linn,793,58.373434773585,26.758939248925
1669,4209,MTÜ Tartu Rulluisuklubi,80331053,Tartumaa,79,Tartu linn,793,58.371385754826,26.690591962299
1670,4393,MTÜ Tartu Slalom,80342401,Valgamaa,81,Otepää,557,57.98412469459,26.546469136887
1671,517,MTÜ Tartu Uisuklubi Tritsutajad,80240451,Tartumaa,79,Kastre,291,58.314657028741,26.778034233905
1672,474,MTÜ Tartu Vibuklubi,80169612,Tartumaa,79,Tartu linn,793,58.35994791685,26.683463763419
1673,388,MTÜ Tartu Ülikooli Akadeemiline Spordiklubi,80072321,Tartumaa,79,Tartu linn,793,58.388355314997,26.721880279108
1674,671,MTÜ Tarvastu Spordi ja Vaba Aja Klubi,80237452,Viljandimaa,84,Viljandi vald,899,58.23527396499,25.86735990052
1675,5404,MTÜ Tasuja teab ja teeb,80333023,Hiiumaa,39,Hiiumaa,205,58.829128008665,22.779279376033
1676,7188,MTÜ Team 102,80584144,Harjumaa,37,Kuusalu,353,59.504935316416,25.495610822805
1677,7903,MTÜ Team 688,80624795,Tartumaa,79,Kastre,291,6.5709715223463,20.776128786941
1678,6997,MTÜ Team Aigro,80572940,Valgamaa,81,Otepää,557,58.083228087211,26.480358507262
1679,6474,MTÜ Team EstCheetah,80443349,Tartumaa,79,Tartu linn,793,58.371177053609,26.728216597293
1680,7476,MTÜ Team Estland,80602581,Põlvamaa,64,Põlva,622,57.994342847779,27.045380468295
1681,2245,MTÜ Team Extreme,80195070,Harjumaa,37,Tallinn,784,59.423955218908,24.716078295307
1682,7290,MTÜ Team Helm,80590872,Tartumaa,79,Tartu linn,793,58.36460351313,26.713614677542
1683,7834,MTÜ Team Kassi Auto,80619831,Harjumaa,37,Tallinn,784,59.402348263171,24.646208430985
1684,1244,MTÜ Team Kiviõli,80190049,Ida-Virumaa,45,Lüganuse,442,59.371983853259,27.011823253321
1685,7777,MTÜ Team Pettai,80615661,Tartumaa,79,Luunja,432,58.353424283708,26.794986355809
1686,7821,MTÜ Team Redet,80619191,Tartumaa,79,Luunja,432,58.380344644224,26.791908528146
1687,7767,MTÜ Team Sorokin,80614549,Harjumaa,37,Rae,653,59.361811998686,24.812582540023
1688,6766,MTÜ Team Tartu,80563645,Tartumaa,79,Tartu linn,793,58.380079350097,26.722100910959
1689,7807,MTÜ Team-O,80618122,Harjumaa,37,Tallinn,784,59.369578250495,24.636105730468
1690,2654,MTÜ Team64,80000801,Pärnumaa,68,Pärnu,624,58.367158671617,24.544908526029
1691,7526,MTÜ Team99,80602279,Pärnumaa,68,Pärnu,624,58.364939378279,24.598844351163
1692,7833,MTÜ Tennis Future,80619788,Harjumaa,37,Tallinn,784,59.368797878008,24.755346876099
1693,3030,MTÜ Tennise Toetusgrupp,80256724,Harjumaa,37,Tallinn,784,59.431774935802,24.749505699508
1694,4634,MTÜ Tenniseakadeemia,80341962,Harjumaa,37,Tallinn,784,59.426952763104,24.644691470434
1695,7460,MTÜ Tenniseklubi Laagri Rabak,80600429,Harjumaa,37,Saue,725,59.34657723706,24.608853666544
1696,6873,MTÜ Tenniseklubi Rockbottom,80572816,Harjumaa,37,Tallinn,784,59.437024018742,24.768539670347
1697,1146,MTÜ Tenniseklubi Topspin,80003478,Ida-Virumaa,45,Kohtla-Järve,321,59.334923171864,27.413335014996
1698,5503,MTÜ Terve Are,80384411,Pärnumaa,68,Tori,809,58.518748193663,24.565351739195
1699,3392,MTÜ Terviseklubi Siruta,80292198,Võrumaa,87,Rõuge,698,57.727586798345,26.913439107057
1700,4123,MTÜ Terviseklubi Yamaneko,80322120,Harjumaa,37,Harku,198,59.429797133752,24.475084191013
1701,7369,MTÜ Terviseühendus Tasakaal,80555195,Võrumaa,87,Võru linn,919,57.844771901767,26.99420733674
1702,1030,MTÜ Tihemetsa Motoklubi,80083230,Pärnumaa,68,Saarde,712,58.147659208643,24.956580322534
1703,6286,MTÜ Tiim Keity Meier,80412811,Järvamaa,52,Järva,255,59.037558626125,25.887040879419
1704,5068,MTÜ Tikkri Motorsport,80364354,Tartumaa,79,Kambja,283,58.350872423912,26.674524526719
1705,5421,MTÜ TMKL,80263386,Harjumaa,37,Tallinn,784,59.380626860516,24.680599433817
1706,7402,MTÜ Toetuskeskus Meiela,80263015,Võrumaa,87,Võru linn,919,57.842073294559,26.997438395552
1707,1187,MTÜ Toila Jahtklubi,80045944,Ida-Virumaa,45,Toila,803,59.426356189723,27.531711231303
1708,7506,MTÜ Tondiraba Iluuisutamisklubi,80600398,Harjumaa,37,Tallinn,784,59.441551015596,24.820992179439
1709,2915,MTÜ Tondiraba Sulgpalliklubi,80272853,Harjumaa,37,Tallinn,784,59.450148051858,24.857271251204
1710,3151,MTÜ Tondiraba Sulgpallikool,80272801,Harjumaa,37,Tallinn,784,59.450148051858,24.857271251204
1711,1779,MTÜ Tondiraba Tennisekool,80122680,Harjumaa,37,Tallinn,784,59.450148051858,24.857271251204
1712,3420,MTÜ Tõrva Firefighters,80279192,Valgamaa,81,Tõrva,824,58.001545924092,25.923252892929
1713,6592,MTÜ Tõrva Pall,80555769,Valgamaa,81,Tõrva,824,57.994584168804,25.942242274641
1714,3900,MTÜ Tõrva Spordiselts,80299579,Valgamaa,81,Tõrva,824,58.000950568503,25.920739469056
1715,2687,MTÜ TPSC,80243751,Harjumaa,37,Tallinn,784,59.39196250165,24.71606566337
1716,5214,MTÜ Treeningpartner,80370573,Harjumaa,37,Tallinn,784,59.432814798225,24.759175203932
1717,7529,MTÜ TreeningPluss,80602500,Harjumaa,37,Harku,198,59.418898277264,24.408360843179
1718,4392,MTÜ Treenitus,80335329,Tartumaa,79,Tartu linn,793,58.36700035191,26.729409148965
1719,5394,MTÜ Triathlon Estonia,80379203,Harjumaa,37,Keila,296,59.305914833219,24.42574528665
1720,7465,MTÜ Triatloniakadeemia,80604924,Tartumaa,79,Tartu linn,793,58.355419464484,26.733378253587
1721,1876,MTÜ Triatloniklubi 21. CC,80023357,Harjumaa,37,Tallinn,784,59.43858139174,24.727793592774
1722,6844,MTÜ Tribute,80571194,Harjumaa,37,Rae,653,59.389661419599,24.797197308825
1723,4633,MTÜ Trikit,80341838,Harjumaa,37,Tallinn,784,59.436171148607,24.776142931487
1724,3660,MTÜ TriSmile,80306084,Tartumaa,79,Tartu linn,793,58.347256018298,26.732176351035
1725,7024,MTÜ TRT Motorsport,80575536,Harjumaa,37,Kose,338,59.173906036225,25.122777177963
1726,1877,MTÜ Tsirkusestuudio Folie,80222080,Harjumaa,37,Tallinn,784,59.444945506054,24.729683639264
